unix_ts,bpm
1778611292,82
1778611294,81
1778611296,80
1778611299,80
1778611300,79
1778611303,79
1778611304,80
1778611306,79
1778611309,79
1778611312,82
1778611313,83
1778611315,82
1778611317,79
1778611319,78
1778611322,78
1778611325,77
1778611327,76
1778611330,76
1778611333,77
1778611335,78
1778611337,81
1778611340,80
1778611343,80
1778611344,82
1778611347,82
1778611348,81
1778611351,81
1778611354,82
1778611357,82
1778611358,81
1778611360,80
1778611361,79
1778611363,78
1778611366,78
1778611367,77
1778611369,76
1778611372,76
1778611375,77
1778611378,77
1778611379,78
1778611381,79
1778611383,81
1778611385,82
1778611386,83
1778611388,84
1778611391,84
1778611394,83
1778611396,82
1778611399,82
1778611400,81
1778611402,80
1778611404,78
1778611406,76
1778611408,76
1778611409,74
1778611411,74
1778611414,74
1778611417,73
1778611419,72
1778611422,72
1778611425,74
1778611428,74
1778611429,75
1778611431,76
1778611434,77
1778611436,77
1778611438,76
1778611440,77
1778611442,80
1778611445,80
1778611446,78
1778611448,77
1778611450,78
1778611452,79
1778611455,79
1778611457,78
1778611460,78
1778611463,78
1778611466,78
1778611467,79
1778611469,81
1778611471,83
1778611473,81
1778611475,80
1778611478,80
1778611479,81
1778611481,79
1778611482,78
1778611484,79
1778611487,79
1778611488,80
1778611491,80
1778611494,80
1778611497,80
1778611500,81
1778611503,81
1778611504,82
1778611505,81
1778611507,82
1778611510,82
1778611513,82
1778611515,83
1778611518,83
1778611519,82
1778611522,82
1778611525,84
1778611527,84
1778611529,86
1778611532,86
1778611534,84
1778611536,83
1778611539,83
1778611540,84
1778611543,84
1778611546,84
1778611548,85
1778611550,89
1778611552,90
1778611554,90
1778611555,88
1778611557,87
1778611560,87
1778611563,88
1778611565,87
1778611567,85
1778611569,86
1778611571,88
1778611573,87
1778611575,85
1778611577,84
1778611580,84
1778611582,82
1778611584,83
1778611586,82
1778611589,82
1778611590,82
1778611592,82
1778611594,80
1778611596,79
1778611598,80
1778611600,78
1778611602,79
1778611603,82
1778611605,84
1778611607,86
1778611609,87
1778611611,85
1778611613,83
1778611615,84
1778611618,84
1778611619,83
1778611621,82
1778611623,80
1778611625,81
1778611628,79
1778611630,77
1778611632,78
1778611635,78
1778611638,78
1778611640,77
1778611642,76
1778611645,76
1778611648,76
1778611651,75
1778611654,75
1778611655,76
1778611657,79
1778611659,78
1778611661,76
1778611664,76
1778611665,77
1778611667,78
1778611670,78
1778611671,77
1778611673,76
1778611676,76
1778611678,77
1778611681,77
1778611682,76
1778611685,76
1778611688,77
1778611691,77
1778611692,76
1778611694,78
1778611696,80
1778611698,79
1778611699,78
1778611701,76
1778611704,76
1778611705,75
1778611707,76
1778611709,77
1778611711,78
1778611713,80
1778611715,82
1778611718,82
1778611719,82
1778611722,80
1778611725,80
1778611726,79
1778611728,78
1778611730,77
1778611732,76
1778611734,78
1778611736,80
1778611739,80
1778611742,78
1778611745,78
1778611746,77
1778611747,78
1778611750,78
1778611753,78
1778611756,78
1778611759,77
1778611761,77
1778611764,77
1778611765,78
1778611767,78
1778611769,79
1778611770,80
1778611773,80
1778611776,80
1778611779,80
1778611780,81
1778611782,79
1778611784,80
1778611787,80
1778611790,78
1778611792,79
1778611795,78
1778611798,78
1778611799,79
1778611802,79
1778611803,78
1778611806,78
1778611809,78
1778611812,78
1778611815,78
1778611818,78
1778611821,78
1778611822,79
1778611824,80
1778611827,80
1778611830,80
1778611833,80
1778611834,81
1778611836,79
1778611838,78
1778611841,78
1778611844,78
1778611845,79
1778611847,78
1778611850,78
1778611853,79
1778611855,80
1778611858,80
1778611861,81
1778611863,82
1778611865,83
1778611866,82
1778611868,83
1778611870,84
1778611873,84
1778611874,82
1778611877,82
1778611880,82
1778611883,82
1778611886,81
1778611888,81
1778611890,82
1778611893,82
1778611896,82
1778611899,82
1778611902,82
1778611905,80
1778611907,77
1778611909,76
1778611912,76
1778611914,75
1778611917,75
1778611918,74
1778611921,74
1778611922,75
1778611925,75
1778611928,76
1778611930,77
1778611932,78
1778611935,78
1778611938,78
1778611941,77
1778611943,78
1778611945,80
1778611947,81
1778611949,79
1778611951,77
1778611953,78
1778611955,80
1778611958,80
1778611959,79
1778611961,78
1778611962,79
1778611964,83
1778611966,84
1778611968,83
1778611970,80
1778611973,80
1778611974,82
1778611977,82
1778611978,80
1778611980,78
1778611983,78
1778611986,78
1778611987,77
1778611990,77
1778611991,79
1778611993,80
1778611995,78
1778611997,79
1778611999,81
1778612001,80
1778612003,79
1778612005,78
1778612007,78
1778612010,78
1778612012,76
1778612015,76
1778612016,77
1778612019,77
1778612020,78
1778612023,78
1778612026,78
1778612029,78
1778612030,77
1778612032,76
1778612034,78
1778612035,79
1778612037,78
1778612040,78
1778612041,77
1778612044,77
1778612045,78
1778612047,77
1778612049,76
1778612052,76
1778612055,76
1778612058,76
1778612060,75
1778612063,75
1778612066,74
1778612068,76
1778612070,78
1778612072,80
1778612074,81
1778612077,81
1778612078,80
1778612081,80
1778612084,80
1778612087,80
1778612090,80
1778612091,81
1778612094,81
1778612095,80
1778612098,80
1778612099,79
1778612101,78
1778612103,76
1778612106,76
1778612109,76
1778612110,75
1778612112,76
1778612115,76
1778612118,73
1778612120,74
1778612122,75
1778612124,76
1778612126,74
1778612128,73
1778612130,74
1778612131,75
1778612134,75
1778612135,76
1778612137,78
1778612139,79
1778612141,78
1778612143,75
1778612145,74
1778612147,75
1778612149,78
1778612151,79
1778612153,81
1778612154,82
1778612157,82
1778612158,84
1778612160,85
1778612163,85
1778612164,83
1778612166,80
1778612168,78
1778612171,78
1778612172,79
1778612174,80
1778612176,79
1778612178,78
1778612179,78
1778612181,80
1778612183,81
1778612185,83
1778612188,83
1778612189,84
1778612191,85
1778612193,86
1778612195,87
1778612197,89
1778612199,87
1778612201,84
1778612202,83
1778612204,82
1778612206,84
1778612208,82
1778612210,81
1778612212,80
1778612215,80
1778612216,79
1778612219,79
1778612220,78
1778612223,78
1778612224,77
1778612226,76
1778612227,75
1778612229,74
1778612231,75
1778612233,76
1778612235,77
1778612238,77
1778612239,78
1778612241,79
1778612243,78
1778612246,78
1778612249,77
1778612250,78
1778612253,78
1778612254,81
1778612256,82
1778612259,82
1778612262,80
1778612265,80
1778612268,78
1778612270,77
1778612272,76
1778612274,75
1778612277,75
1778612279,76
1778612281,77
1778612284,77
1778612287,77
1778612290,77
1778612291,76
1778612293,74
1778612296,74
1778612297,75
1778612300,74
1778612302,75
1778612304,74
1778612307,74
1778612310,74
1778612313,74
1778612314,76
1778612317,76
1778612320,75
1778612323,75
1778612325,74
1778612327,75
1778612329,76
1778612331,75
1778612334,75
1778612335,76
1778612338,76
1778612341,76
1778612344,76
1778612346,75
1778612349,75
1778612350,76
1778612353,76
1778612354,75
1778612356,74
1778612359,74
1778612362,75
1778612364,76
1778612367,76
1778612368,78
1778612370,80
1778612371,78
1778612373,76
1778612375,75
1778612378,75
1778612379,74
1778612382,74
1778612385,74
1778612387,75
1778612389,74
1778612391,75
1778612393,76
1778612394,74
1778612396,73
1778612398,75
1778612400,76
1778612402,77
1778612404,76
1778612406,75
1778612408,73
1778612410,74
1778612412,73
1778612415,73
1778612416,74
1778612419,74
1778612421,75
1778612423,76
1778612425,77
1778612427,78
1778612430,78
1778612431,77
1778612434,77
1778612435,76
1778612437,75
1778612440,75
1778612441,74
1778612444,74
1778612447,74
1778612450,74
1778612452,73
1778612455,73
1778612458,74
1778612460,78
1778612462,76
1778612464,77
1778612466,79
1778612467,80
1778612469,79
1778612471,77
1778612473,78
1778612475,79
1778612478,79
1778612479,80
1778612481,82
1778612483,80
1778612485,81
1778612487,82
1778612490,82
1778612492,81
1778612494,80
1778612496,78
1778612498,77
1778612500,78
1778612502,76
1778612505,76
1778612506,76
1778612509,76
1778612510,75
1778612512,76
1778612515,77
1778612517,75
1778612519,74
1778612522,74
1778612525,74
1778612527,76
1778612529,77
1778612531,76
1778612534,76
1778612535,78
1778612538,77
1778612541,77
1778612542,78
1778612544,77
1778612546,76
1778612548,74
1778612551,74
1778612552,77
1778612554,78
1778612556,78
1778612558,77
1778612560,76
1778612562,78
1778612565,76
1778612568,76
1778612569,78
1778612571,80
1778612574,80
1778612577,79
1778612579,80
1778612582,80
1778612583,79
1778612585,78
1778612586,78
1778612589,78
1778612590,79
1778612592,78
1778612594,77
1778612596,78
1778612599,78
1778612600,78
1778612602,79
1778612604,80
1778612606,82
1778612609,82
1778612610,81
1778612611,80
1778612613,82
1778612616,82
1778612617,80
1778612620,80
1778612623,79
1778612625,78
1778612628,78
1778612631,79
1778612633,80
1778612634,78
1778612636,76
1778612638,77
1778612640,78
1778612642,78
1778612644,76
1778612647,76
1778612648,77
1778612650,76
1778612652,75
1778612654,76
1778612657,76
1778612660,76
1778612663,76
1778612665,76
1778612667,77
1778612669,78
1778612671,79
1778612674,79
1778612675,78
1778612678,78
1778612681,79
1778612682,78
1778612684,77
1778612687,77
1778612688,78
1778612691,78
1778612694,80
1778612696,82
1778612698,84
1778612700,86
1778612702,88
1778612704,91
1778612706,89
1778612707,88
1778612710,88
1778612711,86
1778612713,83
1778612715,80
1778612717,81
1778612719,82
1778612721,82
1778612723,80
1778612725,79
1778612727,78
1778612729,79
1778612730,78
1778612732,77
1778612735,77
1778612736,76
1778612738,76
1778612741,76
1778612742,78
1778612744,80
1778612746,81
1778612748,79
1778612750,77
1778612753,77
1778612754,77
1778612755,78
1778612757,77
1778612759,76
1778612762,76
1778612765,77
1778612767,78
1778612770,78
1778612773,80
1778612775,81
1778612778,79
1778612780,78
1778612782,80
1778612784,81
1778612786,79
1778612788,78
1778612790,79
1778612792,80
1778612794,82
1778612797,82
1778612798,79
1778612800,78
1778612803,80
1778612805,82
1778612808,82
1778612809,81
1778612811,80
1778612813,81
1778612815,80
1778612817,78
1778612819,77
1778612822,77
1778612823,78
1778612825,79
1778612828,79
1778612831,79
1778612832,77
1778612834,75
1778612837,75
1778612838,76
1778612840,75
1778612842,74
1778612845,74
1778612846,75
1778612849,75
1778612850,76
1778612851,76
1778612853,75
1778612855,74
1778612857,74
1778612859,75
1778612861,76
1778612863,77
1778612866,77
1778612867,76
1778612869,77
1778612871,78
1778612873,77
1778612876,78
1778612878,79
1778612881,79
1778612882,78
1778612885,78
1778612886,78
1778612889,78
1778612892,77
1778612895,77
1778612896,78
1778612899,78
1778612901,79
1778612903,80
1778612906,80
1778612909,80
1778612911,79
1778612913,77
1778612915,78
1778612917,81
1778612920,81
1778612921,80
1778612922,77
1778612924,78
1778612926,78
1778612929,78
1778612930,79
1778612932,80
1778612934,82
1778612936,85
1778612938,92
1778612940,96
1778612943,96
1778612944,91
1778612946,89
1778612947,87
1778612949,83
1778612951,79
1778612953,78
1778612956,78
1778612959,79
1778612961,80
1778612964,80
1778612965,78
1778612967,78
1778612970,77
1778612972,76
1778612975,76
1778612976,76
1778612978,74
1778612980,74
1778612982,74
1778612984,76
1778612986,75
1778612989,75
1778612990,75
1778612992,75
1778612994,77
1778612995,78
1778612997,77
1778613000,77
1778613003,78
1778613006,78
1778613007,77
1778613009,74
1778613012,74
1778613015,74
1778613017,73
1778613018,74
1778613020,73
1778613022,72
1778613024,72
1778613026,73
1778613028,72
1778613031,72
1778613034,73
1778613036,74
1778613039,74
1778613040,75
1778613042,76
1778613045,76
1778613047,75
1778613049,76
1778613051,76
1778613054,76
1778613055,74
1778613058,74
1778613061,74
1778613063,73
1778613065,74
1778613068,73
1778613070,74
1778613072,75
1778613074,76
1778613076,77
1778613078,76
1778613081,76
1778613082,78
1778613084,77
1778613086,76
1778613089,76
1778613091,75
1778613093,73
1778613095,71
1778613098,71
1778613099,72
1778613102,72
1778613103,74
1778613105,73
1778613108,73
1778613111,72
1778613114,72
1778613117,72
1778613120,72
1778613122,72
1778613125,72
1778613126,71
1778613128,72
1778613130,73
1778613133,73
1778613134,72
1778613136,73
1778613138,74
1778613141,73
1778613144,73
1778613147,73
1778613149,75
1778613151,79
1778613153,73
1778613155,76
1778613157,73
1778613159,72
1778613161,73
1778613162,74
1778613164,73
1778613166,72
1778613168,72
1778613170,71
1778613172,70
1778613174,71
1778613176,72
1778613179,72
1778613182,71
1778613184,72
1778613187,72
1778613189,71
1778613192,71
1778613193,73
1778613195,74
1778613198,74
1778613199,75
1778613201,76
1778613203,78
1778613205,77
1778613207,75
1778613209,74
1778613212,73
1778613214,72
1778613217,72
1778613218,72
1778613220,71
1778613222,72
1778613224,74
1778613227,74
1778613230,74
1778613233,74
1778613234,73
1778613237,73
1778613239,72
1778613242,72
1778613243,73
1778613245,74
1778613248,74
1778613251,74
1778613254,74
1778613255,73
1778613257,73
1778613258,74
1778613260,75
1778613262,74
1778613264,72
1778613266,71
1778613268,72
1778613271,72
1778613274,71
1778613277,71
1778613278,72
1778613281,72
1778613283,73
1778613285,72
1778613287,71
1778613289,73
1778613291,76
1778613293,77
1778613295,75
1778613297,74
1778613299,73
1778613302,73
1778613305,72
1778613306,74
1778613308,75
1778613310,75
1778613312,74
1778613314,72
1778613317,72
1778613318,74
1778613321,74
1778613324,73
1778613326,74
1778613328,75
1778613330,74
1778613331,73
1778613333,72
1778613335,73
1778613337,74
1778613339,75
1778613342,75
1778613343,76
1778613345,75
1778613347,74
1778613350,74
1778613351,73
1778613353,74
1778613354,73
1778613356,72
1778613358,71
1778613360,72
1778613362,74
1778613365,74
1778613368,75
1778613370,74
1778613372,72
1778613375,72
1778613378,72
1778613379,71
1778613381,70
1778613383,72
1778613386,72
1778613389,74
1778613391,75
1778613393,76
1778613395,77
1778613397,78
1778613399,80
1778613401,81
1778613402,80
1778613404,79
1778613407,79
1778613410,78
1778613412,77
1778613415,77
1778613418,78
1778613420,77
1778613422,76
1778613424,75
1778613426,76
1778613429,76
1778613432,76
1778613435,76
1778613438,76
1778613441,76
1778613444,76
1778613445,78
1778613447,78
1778613449,76
1778613452,76
1778613454,77
1778613456,76
1778613458,74
1778613461,74
1778613462,76
1778613464,77
1778613466,75
1778613468,74
1778613470,73
1778613472,74
1778613474,75
1778613477,74
1778613480,74
1778613483,73
1778613485,73
1778613487,74
1778613490,74
1778613491,73
1778613493,74
1778613495,75
1778613497,74
1778613500,74
1778613502,75
1778613504,74
1778613506,75
1778613509,75
1778613510,74
1778613512,76
1778613514,79
1778613516,80
1778613519,80
1778613520,77
1778613522,75
1778613523,76
1778613525,75
1778613527,74
1778613530,74
1778613531,73
1778613533,72
1778613536,72
1778613539,72
1778613542,72
1778613545,73
1778613546,72
1778613548,72
1778613550,74
1778613552,76
1778613555,76
1778613556,77
1778613558,79
1778613561,79
1778613564,79
1778613567,79
1778613568,78
1778613570,76
1778613571,75
1778613573,74
1778613576,74
1778613579,72
1778613582,72
1778613583,73
1778613585,72
1778613588,72
1778613589,71
1778613592,71
1778613593,70
1778613594,72
1778613597,72
1778613600,72
1778613602,70
1778613604,71
1778613607,71
1778613608,70
1778613611,70
1778613614,70
1778613617,70
1778613619,68
1778613622,68
1778613623,69
1778613625,68
1778613627,69
1778613629,70
1778613631,71
1778613633,70
1778613635,69
1778613638,69
1778613639,70
1778613642,71
1778613644,70
1778613647,70
1778613650,70
1778613653,70
1778613656,70
1778613659,70
1778613660,71
1778613662,72
1778613665,72
1778613667,71
1778613669,72
1778613672,72
1778613673,74
1778613675,75
1778613677,74
1778613680,74
1778613681,73
1778613683,72
1778613685,73
1778613687,74
1778613689,72
1778613690,72
1778613692,73
1778613694,74
1778613697,74
1778613698,75
1778613700,76
1778613703,76
1778613704,74
1778613706,73
1778613709,73
1778613712,73
1778613715,74
1778613717,75
1778613719,76
1778613721,74
1778613724,74
1778613725,73
1778613727,72
1778613729,74
1778613732,74
1778613733,73
1778613735,74
1778613737,75
1778613738,74
1778613740,75
1778613742,74
1778613745,74
1778613746,74
1778613748,75
1778613750,74
1778613753,74
1778613756,75
1778613759,75
1778613760,73
1778613762,71
1778613763,72
1778613765,74
1778613767,73
1778613769,74
1778613772,74
1778613775,74
1778613777,75
1778613779,77
1778613781,78
