unix_ts,bpm
1778615909,68
1778615910,68
1778615911,67
1778615913,67
1778615914,67
1778615915,68
1778615917,69
1778615918,70
1778615919,70
1778615919,69
1778615921,69
1778615922,68
1778615923,68
1778615925,68
1778615926,68
1778615927,68
1778615927,69
1778615929,70
1778615930,71
1778615931,72
1778615931,74
1778615933,75
1778615934,76
1778615935,78
1778615937,76
1778615938,74
1778615939,73
1778615939,72
1778615940,72
1778615941,71
1778615942,71
1778615943,71
1778615945,71
1778615946,71
1778615947,71
1778615949,71
1778615950,71
1778615951,70
1778615953,71
1778615954,71
1778615954,70
1778615955,71
1778615957,71
1778615958,72
1778615958,71
1778615959,72
1778615961,72
1778615962,72
1778615963,72
1778615965,72
1778615966,72
1778615967,73
1778615969,73
1778615970,73
1778615970,74
1778615971,74
1778615973,75
1778615974,75
1778615975,75
1778615977,76
1778615978,75
1778615979,74
1778615981,73
1778615982,74
1778615983,73
1778615985,73
1778615986,73
1778615987,73
1778615989,74
1778615990,74
1778615991,73
1778615993,73
1778615994,73
1778615995,71
1778615997,71
1778615998,71
1778615998,70
1778615999,70
1778616000,70
1778616001,69
1778616002,68
1778616003,67
1778616005,67
1778616006,67
1778616006,68
1778616007,69
1778616009,69
1778616010,70
1778616010,69
1778616011,69
1778616013,69
1778616014,68
1778616015,67
1778616017,68
1778616018,68
1778616018,69
1778616019,69
1778616021,69
1778616022,69
1778616022,68
1778616023,67
1778616025,66
1778616026,67
1778616027,68
1778616029,69
1778616030,70
1778616031,69
1778616033,69
1778616034,69
1778616034,68
1778616035,68
1778616037,68
1778616038,68
1778616039,67
1778616041,67
1778616042,67
1778616043,67
1778616045,67
1778616046,67
1778616047,67
1778616049,67
1778616050,67
1778616051,67
1778616053,67
1778616054,66
1778616055,66
1778616057,66
1778616058,66
1778616058,67
1778616059,68
1778616060,68
1778616061,69
1778616062,69
1778616063,69
1778616065,69
1778616066,70
1778616066,71
1778616067,72
1778616069,73
1778616070,72
1778616070,71
1778616071,71
1778616073,69
1778616074,68
1778616074,67
1778616075,66
1778616077,66
1778616078,66
1778616079,66
1778616081,66
1778616082,66
1778616083,65
1778616085,65
1778616086,65
1778616086,66
1778616087,66
1778616089,66
1778616090,67
1778616091,68
1778616093,68
1778616094,69
1778616094,68
1778616095,68
1778616097,67
1778616098,67
1778616098,66
1778616099,66
1778616101,66
1778616102,66
1778616102,67
1778616103,67
1778616105,68
1778616106,69
1778616106,70
1778616107,71
1778616109,70
1778616110,70
1778616110,71
1778616111,71
1778616113,71
1778616114,71
1778616114,72
1778616115,72
1778616117,72
1778616118,73
1778616119,73
1778616120,73
1778616121,72
1778616122,73
1778616123,73
1778616125,74
1778616126,73
1778616126,74
1778616127,74
1778616129,74
1778616130,73
1778616131,74
1778616133,73
1778616134,72
1778616134,73
1778616135,72
1778616137,72
1778616138,72
1778616139,72
1778616141,71
1778616142,71
1778616143,72
1778616145,73
1778616146,73
1778616147,73
1778616149,72
1778616150,72
1778616151,73
1778616153,73
1778616154,73
1778616155,73
1778616157,73
1778616157,72
1778616158,72
1778616159,72
1778616161,73
1778616161,72
1778616162,72
1778616163,73
1778616165,73
1778616166,74
1778616167,73
1778616169,74
1778616169,73
1778616170,73
1778616171,72
1778616173,71
1778616174,71
1778616175,71
1778616177,70
1778616178,69
1778616179,69
1778616180,69
1778616181,68
1778616182,68
1778616183,68
1778616184,68
1778616186,68
1778616186,69
1778616187,70
1778616188,70
1778616190,71
1778616191,71
1778616192,73
1778616194,73
1778616194,74
1778616195,74
1778616196,74
1778616198,74
1778616198,73
1778616199,73
1778616200,73
1778616202,73
1778616202,72
1778616203,73
1778616204,73
1778616206,72
1778616207,72
1778616208,71
1778616210,71
1778616211,72
1778616212,72
1778616214,71
1778616215,72
1778616216,71
1778616218,71
1778616218,72
1778616219,73
1778616220,73
1778616222,75
1778616222,74
1778616223,73
1778616224,72
1778616226,72
1778616227,71
1778616228,71
1778616230,70
1778616231,70
1778616232,70
1778616234,70
1778616235,71
1778616236,71
1778616238,71
1778616239,71
1778616240,71
1778616242,71
1778616243,72
1778616244,72
1778616246,72
1778616246,71
1778616247,71
1778616248,70
1778616250,70
1778616251,70
1778616252,70
1778616254,70
1778616254,71
1778616255,71
1778616256,71
1778616258,71
1778616259,71
1778616260,71
1778616262,71
1778616263,71
1778616264,72
1778616265,72
1778616266,72
1778616267,73
1778616268,73
1778616269,73
1778616270,73
1778616271,73
1778616272,72
1778616273,72
1778616274,72
1778616275,72
1778616276,73
1778616277,73
1778616278,74
1778616279,74
1778616280,73
1778616281,73
1778616282,73
1778616283,73
1778616284,73
1778616285,73
1778616286,73
1778616287,72
1778616288,72
1778616289,72
1778616290,72
1778616291,73
1778616292,74
1778616293,75
1778616294,75
1778616295,76
1778616296,75
1778616297,75
1778616298,75
1778616299,74
1778616300,74
1778616301,74
1778616302,74
1778616303,72
1778616304,72
1778616305,71
1778616306,70
1778616307,70
1778616308,70
1778616309,69
1778616310,69
1778616311,69
1778616312,69
1778616313,69
1778616314,69
1778616315,68
1778616316,68
1778616317,68
1778616318,67
1778616319,67
1778616320,67
1778616321,66
1778616322,66
1778616323,66
1778616324,66
1778616325,66
1778616326,67
1778616327,67
1778616328,68
1778616329,68
1778616330,68
1778616331,67
1778616332,67
1778616333,66
1778616334,66
1778616335,67
1778616336,67
1778616337,68
1778616338,69
1778616339,70
1778616340,71
1778616341,73
1778616342,73
1778616343,74
1778616344,74
1778616345,74
1778616346,74
1778616347,74
1778616348,74
1778616349,75
1778616350,75
1778616351,74
1778616352,74
1778616353,74
1778616354,74
1778616355,73
1778616356,74
1778616357,74
1778616358,75
1778616359,76
1778616360,77
1778616361,78
1778616362,78
1778616363,78
1778616364,78
1778616365,78
1778616366,78
1778616367,78
1778616368,78
1778616369,77
1778616370,75
1778616371,75
1778616372,74
1778616373,74
1778616374,74
1778616375,73
1778616376,73
1778616377,72
1778616378,72
1778616379,73
1778616380,72
1778616381,73
1778616382,73
1778616383,73
1778616384,73
1778616385,75
1778616386,75
1778616387,76
1778616388,76
1778616389,77
1778616390,77
1778616391,76
1778616392,76
1778616393,76
1778616394,75
1778616395,75
1778616396,74
1778616397,74
1778616398,74
1778616399,73
1778616400,73
1778616401,74
1778616402,74
1778616403,75
1778616404,75
1778616405,75
1778616406,76
1778616407,76
1778616408,74
1778616409,75
1778616410,74
1778616411,74
1778616412,74
1778616413,75
1778616414,75
1778616415,75
1778616416,75
1778616417,75
1778616418,74
1778616419,72
1778616420,71
1778616421,70
1778616422,70
1778616423,69
1778616424,69
1778616425,68
1778616426,69
1778616427,69
1778616428,69
1778616429,69
1778616430,69
1778616431,70
1778616432,70
1778616433,71
1778616434,71
1778616435,72
1778616436,73
1778616437,73
1778616438,72
1778616439,72
1778616440,72
1778616441,71
1778616442,71
1778616443,72
1778616444,73
1778616445,73
1778616446,73
1778616447,73
1778616448,73
1778616449,73
1778616450,72
1778616451,72
1778616452,72
1778616453,73
1778616454,74
1778616455,74
1778616456,74
1778616457,73
1778616458,73
1778616459,71
1778616460,71
1778616461,70
1778616462,70
1778616463,70
1778616464,70
1778616465,70
1778616466,70
1778616467,70
1778616468,70
1778616469,70
1778616470,70
1778616471,71
1778616472,71
1778616473,71
1778616474,71
1778616475,71
1778616476,71
1778616477,71
1778616478,70
1778616479,70
1778616480,71
1778616481,71
1778616482,71
1778616483,71
1778616484,70
1778616485,70
1778616486,69
1778616487,68
1778616488,68
1778616489,68
1778616490,68
1778616491,69
1778616492,69
1778616493,70
1778616494,70
1778616495,69
1778616496,69
1778616497,69
1778616498,68
1778616499,68
1778616500,68
1778616501,68
1778616502,70
1778616503,71
1778616504,72
1778616505,73
1778616506,73
1778616507,73
1778616508,73
1778616509,74
1778616510,74
1778616511,74
1778616512,74
1778616513,74
1778616514,75
1778616515,75
1778616516,75
1778616517,76
1778616518,77
1778616519,75
1778616520,75
1778616521,75
1778616522,74
1778616523,73
1778616524,74
1778616525,74
1778616526,74
1778616527,74
1778616528,74
1778616529,73
1778616530,73
1778616531,73
1778616532,72
1778616533,72
1778616534,72
1778616535,72
1778616536,72
1778616537,72
1778616538,72
1778616539,72
1778616540,73
1778616541,74
1778616542,75
1778616543,76
1778616544,76
1778616545,76
1778616546,75
1778616547,75
1778616548,74
1778616549,74
1778616550,74
1778616551,74
1778616552,74
1778616553,74
1778616554,74
1778616555,73
1778616556,72
1778616557,72
1778616558,72
1778616559,71
1778616560,71
1778616561,71
1778616562,71
1778616563,71
1778616564,70
1778616565,70
1778616566,70
1778616567,70
1778616568,70
1778616569,70
1778616570,70
1778616571,70
1778616572,70
1778616573,70
1778616574,69
1778616575,69
1778616576,69
1778616577,69
1778616578,69
1778616579,69
1778616580,70
1778616581,71
1778616582,72
1778616583,72
1778616584,72
1778616585,73
1778616586,73
1778616587,73
1778616588,73
1778616589,72
1778616590,72
1778616591,72
1778616592,72
1778616593,72
1778616594,73
1778616595,73
1778616596,73
1778616597,74
1778616598,74
1778616599,74
1778616600,74
1778616601,75
1778616602,75
1778616603,75
1778616604,75
1778616605,75
1778616606,75
1778616607,74
1778616608,73
1778616609,72
1778616610,73
1778616611,73
1778616612,74
1778616613,74
1778616614,74
1778616615,74
1778616616,73
1778616617,73
1778616618,72
1778616619,72
1778616620,72
1778616621,72
1778616622,72
1778616623,72
1778616624,72
1778616625,72
1778616626,71
1778616627,72
1778616628,71
1778616629,71
1778616630,70
1778616631,71
1778616632,71
1778616633,71
1778616634,71
1778616635,71
1778616636,71
1778616637,71
1778616638,71
1778616639,72
1778616640,73
1778616641,74
1778616642,74
1778616643,74
1778616644,73
1778616645,73
1778616646,73
1778616647,73
1778616648,73
1778616649,72
1778616650,72
1778616651,72
1778616652,71
1778616653,72
1778616654,72
1778616655,72
1778616656,72
1778616657,72
1778616658,72
1778616659,72
1778616660,71
1778616661,71
1778616662,71
1778616663,72
1778616664,71
1778616665,72
1778616666,72
1778616667,72
1778616668,71
1778616669,71
1778616670,71
1778616671,71
1778616672,71
1778616673,71
1778616674,70
1778616675,70
1778616676,70
1778616677,71
1778616678,71
1778616679,71
1778616680,71
1778616681,71
1778616682,71
1778616683,71
1778616684,71
1778616685,72
1778616686,72
1778616687,72
1778616688,72
1778616689,72
1778616690,72
1778616691,72
1778616692,72
1778616693,73
1778616694,73
1778616695,73
1778616696,73
1778616697,73
1778616698,72
1778616699,72
1778616700,72
1778616701,72
1778616702,72
1778616703,72
1778616704,73
1778616705,73
1778616706,73
1778616707,73
1778616708,73
1778616709,72
1778616710,72
1778616711,73
1778616713,73
1778616714,73
1778616715,73
1778616715,74
1778616717,74
1778616718,74
1778616719,74
1778616720,74
1778616721,74
1778616722,74
1778616723,73
1778616725,72
1778616726,72
1778616727,72
1778616727,71
1778616729,71
1778616730,72
1778616731,72
1778616731,73
1778616733,73
1778616734,73
1778616735,73
